Order_ID,Order_Date,Customer_ID,Segment,Region,Category,Sub_Category,Ship_Mode,Quantity,Discount,Sales,Profit,Campaign_Group,Converted
ORD-03734,28/12/2025,CUST-0703,Consumer,West,Office Supplies,Paper,Standard Class,2,0.2,60.63,10.54,Treatment,0
ORD-00834,2024-01-05,CUST-0273,Consumer,West,Technology,Accessories,Second Class,7,0.0,2206.85,717.87,Control,0
ORD-03482,2024-05-26,CUST-0466,Home Office,South,Technology,Machines,Standard Class,4,0.3,1193.59,51.24,Control,0
ORD-01942,2025-12-07,CUST-0355,Consumer,East,Furnitur,Tables,Second Class,6,0.5,613.52,-72.42,Control,0
ORD-03281,2024-03-24,CUST-0023,Consumer,East,Office Supplies,Binders,First Class,2,0.1,90.88,18.88,Control,0
ORD-03727,2024-11-24,CUST-0048,Corporate,West,Furnitur,Bookcases,Standard Class,2,0.2,389.27,78.68,Treatment,0
ORD-03550,2024-01-25,CUST-0260,Corporate,South,Office Supplies,Storage,Standard Class,6,0.2,154.58,19.07,Control,1
ORD-01951,2025-11-13,CUST-0387,Consumer,East,Office Supplies,Binders,Standard Class,6,0.0,$203.55,85.62,Treatment,0
ORD-01271,30/01/2025,CUST-0491,Home Office,North,Technology,Machines,Second Class,1,0.1,319.3,67.94,Treatment,0
ORD-00804,2024-05-17,CUST-0196,Home Office,East,Furnitur,Bookcases,standard class,4,0.4,701.03,-13.67,Treatment,0
ORD-00111,22/02/2025,CUST-0129,Corporate,West,Furnitur,Bookcases,Second Class,3,30%,624.62,39.46,Treatment,1
ORD-03008,25/03/2025,CUST-0768,Consumer,East,Office Supplies,Storage,standard class,4,0.1,119.19,27.91,Treatment,0
ORD-03050,09/07/2024,CUST-0719,Corporate,,Office Supplies,Storage,Standard Class,5,0.3,169.14,20.26,Control,0
ORD-02326,2024-05-22,CUST-0228,Home Office,West,Technology,Machines,same day,1,0.1,349.09,75.9,Treatment,0
ORD-01982,09/06/2024,CUST-0058,Corporate,East,Technology,Machines,Second Class,2,0.1,$717.22,114.93,Control,0
ORD-00635,2025-12-14,CUST-0102,Corporate,West,Office Supplies,Binders,First Class,7,0.5,127.21,-24.57,Treatment,0
ORD-03825,2024-06-05,CUST-0655,Consumer,North,Technology,Machines,Standard Class,1,40%,$211.46,6.93,Treatment,1
ORD-03883,26/12/2024,CUST-0253,Consumer,West,Technology,Phones,Standard Class,4,0.5,855.21,-170.13,Treatment,0
ORD-03002,2025-03-09,CUST-0244,Consumer,North,Office Supplies,Storage,Second Class,5,0.2,190.37,24.07,Treatment,0
ORD-00623,2025-05-25,CUST-0383,Consumer,North,Technology,Accessories,Second Class,5,,1281.74,-162.77,Control,0
ORD-00343,2024-08-07,CUST-0193,Consumer,North,Office Supplies,Paper,First Class,4,0.5,$75.43,-12.09,Control,0
ORD-01396,2024-01-17,CUST-0257,Consumer,North,Technology,Accessories,SAME DAY,6,0.0,2179.35,728.85,Control,0
ORD-00654,2024-07-09,CUST-0180,Corporate,East,Office Supplies,Binders,Same Day,1,0.1,33.58,6.97,Treatment,0
ORD-00626,2024-10-27,CUST-0393,Consumer,EAST,Office Supplies,Binders,Same Day,2,0.1,59.48,9.58,Treatment,0
ORD-00142,2025-11-21,CUST-0427,Corporate,North,Furnitur,Bookcases,Same Day,1,0.0,247.77,73.35,Control,0
ORD-01076,2025-06-05,CUST-0056,Home Office,South,Technology,Machines,Standard Class,1,0.4,199.65,-9.82,Treatment,0
ORD-03676,2025-03-27,CUST-0718,Consumer,south,Furnitur,Bookcases,standard class,4,0%,1245.4,378.87,Treatment,0
ORD-02698,2025-04-13,CUST-0258,Consumer,South,Office Supplies,Storage,Second Class,6,10%,$180.09,59.31,Control,0
ORD-00149,18/08/2024,CUST-0466,Consumer,WEST,Office Supplies,Storage,Standard Class,3,30%,$77.89,0.02,Control,0
ORD-00489,2024-11-20,CUST-0420,Home Office,SOUTH,Technology,Accessories,Standard Class,1,0.5,$149.05,-24.06,Treatment,0
ORD-03471,22/10/2025,CUST-0336,Corporate,North,Technology,Machines,Standard Class,2,0.2,479.95,36.01,Control,0
ORD-00655,22/05/2025,CUST-0694,Corporate,West,Office Supplies,Storage,Standard Class,4,0.0,148.9,29.68,Treatment,0
ORD-00516,2024-09-09,CUST-0309,Consumer,West,Office Supplies,Storage,First Class,4,40%,108.3,-7.51,Control,0
ORD-03554,2024-05-20,CUST-0765,Home Office,North,Furnitur,Tables,Standard Class,3,0.3,$652.87,68.67,Control,0
ORD-00945,2024-05-16,CUST-0516,Consumer,East,Technology,Machines,Standard Class,6,0.4,"$1,595.10",-250.3,Treatment,0
ORD-00968,2024-06-21,CUST-0853,Corporate,EAST,Furnitur,Tables,Standard Class,6,30%,1131.96,68.64,Treatment,0
ORD-02914,19/09/2025,CUST-0791,Corporate,,Technology,Machines,Standard Class,6,0.1,1610.49,336.78,Treatment,0
ORD-02096,2025-10-26,CUST-0498,Consumer,North,Furnitur,Tables,Standard Class,6,0.0,1350.05,499.69,Control,0
ORD-00202,2025-07-17,CUST-0657,Consumer,South,Technology,Accessories,  Standard Class  ,3,20%,875.71,70.01,Treatment,1
ORD-01616,2025-02-25,CUST-0359,Consumer,West,Technology,Machines,Standard Class,7,0.0,"$2,714.45",938.76,Control,0
ORD-00117,2024-01-28,CUST-0356,Corporate,East,Office Supplies,Paper,First Class,1,0.0,48.75,17.8,Treatment,1
ORD-03595,2024-01-13,CUST-0320,Corporate,West,Furnitur,Bookcases,Standard Class,6,0.4,1109.88,-75.68,Control,1
ORD-02520,2025-04-27,CUST-0773,Consumer,North,Office Supplies,Binders,First Class,2,0.2,54.24,7.76,Treatment,0
ORD-03467,2025-11-15,CUST-0059,,  East  ,Furnitur,Bookcases,STANDARD CLASS,7,10%,1549.87,344.54,Control,0
ORD-01082,2024-08-03,CUST-0653,Consumer,East,Office Supplies,Paper,Same Day,7,40%,159.06,-13.83,Control,0
ORD-00663,02/11/2025,CUST-0146,Consumer,East,Furnitur,Chairs,Standard Class,5,20%,809.29,86.58,Control,0
ORD-03522,2024-12-14,CUST-0789,Consumer,East,Technology,Machines,Standard Class,2,0.2,626.25,71.52,Control,0
ORD-02531,2025-02-02,CUST-0264,Consumer,North,Office Supplies,Storage,standard class,1,10%,$28.80,5.81,Control,0
ORD-03721,28/07/2024,CUST-0034,Corporate,East,Office Supplies,Storage,Standard Class,2,30%,70.52,8.94,Control,0
ORD-02940,2025-04-20,CUST-0237,Corporate,South,Office Supplies,Binders,Same Day,2,0.1,$66.19,10.91,Treatment,0
ORD-00238,2025-05-25,CUST-0667,Consumer,East,Technology,Accessories,First Class,6,0.2,"$1,606.78",251.62,Treatment,0
ORD-01162,2024-06-27,CUST-0472,Home Office,East,Furnitur,Bookcases,Standard Class,6,0.1,"$1,476.06",359.41,Control,0
ORD-03204,2025-01-14,CUST-0570,Corporate,West,Technology,Phones,Standard Class,7,20%,2059.29,409.06,Control,0
ORD-01987,2024-10-02,CUST-0603,Consumer,West,Furnitur,Chairs,Second Class,5,0.4,728.57,-86.21,Control,0
ORD-01781,2025-02-28,CUST-0204,,South,Furnitur,Chairs,Standard Class,6,20%,1528.1,179.74,Control,0
ORD-02863,15/08/2025,CUST-0023,Corporate,East,Office Supplies,Paper,Second Class,3,,$49.99,-7.04,Control,0
ORD-02634,2024-12-18,CUST-0338,Consumer,EAST,Furnitur,Chairs,Standard Class,3,0.0,$631.10,195.84,Control,0
ORD-00241,19/07/2024,CUST-0416,Consumer,East,Office Supplies,Paper,Standard Class,4,0%,148.65,36.42,Control,1
ORD-01594,2025-07-21,CUST-0260,Consumer,North,Technology,Phones,Standard Class,2,0.2,$610.59,99.39,Control,0
ORD-01073,2024-09-10,CUST-0337,Consumer,South,Office Supplies,Paper,Standard Class,3,0.0,116.61,30.29,Treatment,0
ORD-01371,2025-03-25,CUST-0633,Consumer,East,Office Supplies,Binders,Standard Class,4,40%,$89.87,-2.92,Control,0
ORD-02680,2025-09-24,CUST-0006,Corporate,West,Office Supplies,Storage,standard class,3,0.0,148.65,32.31,Treatment,0
ORD-03547,2025-08-01,CUST-0373,Corporate,West,Office Supplies,Paper,Second Class,3,0.0,$109.52,29.34,Control,0
ORD-00392,2024-11-16,CUST-0860,Corporate,West,Office Supplies,Storage,Standard Class,2,0.0,$83.32,25.54,Control,0
ORD-01416,2025-10-16,CUST-0413,Consumer,East,Technology,Machines,Standard Class,4,0.2,1377.43,223.55,Treatment,0
ORD-02525,2024-10-03,CUST-0685,Consumer,North,Technology,Phones,Standard Class,4,20%,1030.26,152.09,Treatment,1
ORD-03368,2025-04-19,CUST-0812,Consumer,South,Office Supplies,Paper,Standard Class,1,0.3,31.91,-0.3,Treatment,1
ORD-03258,27/10/2024,CUST-0252,Corporate,South,Office Supplies,Binders,Second Class,3,,139.05,46.07,Treatment,0
ORD-00777,2025-01-23,CUST-0434,Home Office,South,Office Supplies,Storage,Standard Class,5,0.0,187.75,31.52,Control,0
ORD-03782,2025-04-09,CUST-0047,Consumer,South,Office Supplies,Binders,First Class,2,0%,79.61,21.52,Control,0
ORD-00676,2024-02-16,CUST-0014,Consumer,West,Furnitur,Bookcases,Same Day,6,,849.07,-128.5,Treatment,1
ORD-03335,2024-07-06,CUST-0124,Home Office,North,Office Supplies,Storage,Standard Class,3,0.0,$111.98,33.36,Treatment,0
ORD-00167,05/12/2024,CUST-0488,Corporate,East,Office Supplies,Binders,Standard Class,5,0%,$161.07,51.74,Treatment,0
ORD-02582,02/05/2025,CUST-0397,Consumer,South,Furnitur,Chairs,First Class,2,0.0,405.42,94.14,Control,0
ORD-03950,03/06/2025,CUST-0069,Consumer,East,Office Supplies,Storage,  Standard Class  ,6,0.3,154.5,7.02,Treatment,0
ORD-00383,2025-04-21,CUST-0851,Consumer,East,Office Supplies,Storage,second class,2,0%,100.98,28.66,Treatment,1
ORD-02805,2024-12-07,CUST-0179,Consumer,  North  ,Technology,Accessories,Same Day,6,0.0,"$2,712.40",1028.55,Control,0
ORD-02115,15/12/2025,CUST-0067,Consumer,North,Furnitur,Tables,Standard Class,3,0.2,518.45,56.9,Treatment,0
ORD-01837,2025-01-24,CUST-0064,Home Office,West,Technology,Accessories,Standard Class,2,10%,692.23,104.98,Treatment,0
ORD-03061,2025-10-15,CUST-0784,Corporate,East,Technology,Accessories,Standard Class,5,40%,875.62,-63.2,Control,0
ORD-03072,2025-02-10,CUST-0633,Consumer,East,Office Supplies,Storage,First Class,3,0.2,81.61,9.78,Treatment,0
ORD-01878,2024-01-24,CUST-0229,Consumer,West,Office Supplies,Binders,Same Day,3,20%,102.68,11.07,Treatment,0
ORD-03169,2025-06-10,CUST-0787,Corporate,West,Furnitur,Bookcases,Standard Class,2,0.3,301.21,7.72,Control,0
ORD-02184,2024-02-29,CUST-0459,Corporate,North,Furnitur,Tables,Second Class,5,0.3,$803.25,24.69,Treatment,0
ORD-01279,2024-12-29,CUST-0088,Home Office,North,Furnitur,Tables,Second Class,5,0.1,1265.17,288.46,Treatment,0
ORD-02515,2024-02-12,CUST-0134,Corporate,South,Technology,Accessories,Standard Class,7,0.0,"$3,075.64",743.15,Control,0
ORD-03420,09/03/2024,CUST-0698,Consumer,West,Technology,Accessories,Standard Class,2,0.3,$514.54,-22.88,Control,0
ORD-02828,2024-03-10,CUST-0110,Corporate,South,Technology,Accessories,Standard Class,4,30%,863.07,-25.85,Treatment,0
ORD-00396,2025-04-15,CUST-0482,Consumer,East,Office Supplies,Paper,Same Day,1,40%,20.06,-1.16,Control,1
ORD-00443,2024-02-27,CUST-0188,Consumer,East,Office Supplies,Storage,Standard Class,6,0.0,$192.09,64.41,Treatment,0
ORD-02804,2025-02-17,CUST-0201,Consumer,West,Furnitur,Bookcases,Standard Class,1,0.1,$241.69,54.3,Control,1
ORD-01891,2024-04-26,CUST-0031,Consumer,South,Furnitur,Tables,Standard Class,5,0.3,$803.66,-16.07,Treatment,0
ORD-02455,2025-05-07,CUST-0205,Home Office,South,Furnitur,Chairs,Same Day,5,0.3,1006.34,12.93,Control,0
ORD-03212,2024-10-17,CUST-0487,Consumer,West,Furnitur,Tables,Standard Class,5,0.2,1224.1,142.38,Treatment,0
ORD-02635,2025-11-26,CUST-0272,Corporate,East,Furnitur,Bookcases,Second Class,4,10%,976.35,257.56,Control,0
ORD-03880,2024-08-29,CUST-0307,Consumer,East,Office Supplies,Storage,Standard Class,3,0.0,98.41,22.76,Treatment,1
ORD-02570,2025-11-23,CUST-0062,Corporate,East,Technology,Accessories,Second Class,3,0.3,742.71,44.75,Treatment,0
ORD-00606,2025-10-14,CUST-0661,Home Office,South,Technology,Phones,Second Class,6,0.1,"$1,833.56",266.98,Control,1
ORD-01664,2025-04-28,CUST-0845,Consumer,WEST,Technology,Phones,  Standard Class  ,6,50%,905.26,-100.2,Treatment,1
ORD-03968,2025-02-24,CUST-0510,Consumer,West,Office Supplies,Paper,Second Class,7,30%,241.5,-11.32,Control,1
ORD-01773,09/05/2025,CUST-0847,Home Office,East,Technology,Machines,Standard Class,7,20%,2314.28,310.49,Control,0
ORD-01437,2024-08-10,CUST-0446,Home Office,East,Office Supplies,Paper,same day,4,0.4,98.6,-3.84,Treatment,0
ORD-01406,2024-03-21,CUST-0245,Consumer,North,Office Supplies,Paper,Standard Class,5,0.0,205.77,81.38,Treatment,0
ORD-03236,2024-07-01,CUST-0492,Corporate,North,Office Supplies,Paper,Standard Class,7,,$172.81,0.51,Control,0
ORD-01340,2025-11-23,CUST-0281,Corporate,East,Technology,Phones,Second Class,6,0.0,"$2,100.58",766.7,Treatment,0
ORD-01314,2024-02-03,CUST-0506,Corporate,South,Furnitur,Tables,Standard Class,4,0.3,$654.03,0.84,Control,0
ORD-00433,18/10/2025,CUST-0840,Consumer,,Technology,Machines,Standard Class,5,0.0,2038.33,746.18,Treatment,0
ORD-00732,2024-08-04,CUST-0331,Consumer,South,Technology,Phones,Standard Class,3,0.3,$736.31,28.1,Control,0
ORD-01630,2024-03-22,CUST-0506,Consumer,East,Furnitur,Bookcases,Standard Class,4,0.2,1015.93,87.66,Treatment,0
ORD-02382,2025-06-15,CUST-0542,Corporate,West,Office Supplies,Binders,Standard Class,6,,259.35,55.81,Treatment,0
ORD-03362,2025-10-30,CUST-0478,Home Office,  West  ,Technology,Phones,,2,0.3,$607.63,8.22,Control,1
ORD-03313,2024-11-06,CUST-0882,Corporate,south,Technology,Accessories,First Class,1,0.0,290.89,109.91,Control,0
ORD-01187,2024-12-25,CUST-0253,Corporate,East,Technology,Accessories,Standard Class,5,0.1,1864.98,308.63,Control,0
ORD-00565,20/08/2024,CUST-0581,Consumer,East,Technology,Phones,First Class,1,0.2,$356.06,87.37,Treatment,0
ORD-01865,17/12/2024,CUST-0525,Consumer,South,Technology,Machines,Same Day,7,0.0,2499.59,914.56,Control,0
ORD-00733,19/11/2025,CUST-0574,Consumer,South,Office Supplies,Paper,Standard Class,6,0.0,209.94,82.3,Treatment,0
ORD-03689,2024-08-05,CUST-0822,Consumer,East,Office Supplies,Paper,Second Class,6,40%,133.41,-12.61,Treatment,0
ORD-00805,2024-07-02,CUST-0365,Corporate,West,Technology,Accessories,Same Day,7,0.0,2652.48,739.57,Control,0
ORD-03828,15/02/2025,CUST-0455,Corporate,,Technology,Machines,  Standard Class  ,1,0.1,397.23,106.66,Treatment,1
ORD-03369,2024-05-05,CUST-0009,Consumer,  West  ,Office Supplies,Binders,Standard Class,2,20%,78.98,11.59,Treatment,0
ORD-01859,14/10/2024,CUST-0367,Consumer,South,Technology,Phones,Standard Class,3,0.1,790.01,220.35,Control,1
ORD-02162,27/04/2024,CUST-0489,Consumer,  East  ,Office Supplies,Paper,Standard Class,6,0.2,160.75,31.2,Control,1
ORD-01812,2024-04-15,CUST-0257,Corporate,east,Furnitur,Bookcases,Second Class,7,0.1,1897.29,472.92,Treatment,1
ORD-02185,2024-06-15,CUST-0624,Home Office,North,Office Supplies,Paper,First Class,5,40%,114.34,-13.19,Control,0
ORD-01534,2024-09-15,CUST-0004,Corporate,East,Office Supplies,Paper,Standard Class,2,0.2,51.78,2.39,Control,0
ORD-01082,2024-08-03,CUST-0653,Consumer,East,Office Supplies,Paper,Same Day,7,40%,159.06,-13.83,Control,0
ORD-00769,2024-09-06,CUST-0611,Consumer,North,Technology,Accessories,First Class,7,0%,"$2,643.43",712.79,Treatment,0
ORD-01774,29/08/2025,CUST-0878,Consumer,East,Technology,Phones,Standard Class,7,0.0,2835.69,993.43,Control,1
ORD-03723,2024-04-09,CUST-0170,Consumer,west,Technology,Machines,Standard Class,3,0.1,800.45,208.45,Control,1
ORD-03702,2025-08-28,CUST-0294,,South,Office Supplies,Paper,Standard Class,4,0.0,198.31,63.02,Control,0
ORD-03800,2025-09-29,CUST-0691,Corporate,West,Technology,Machines,Standard Class,5,0.0,1730.39,382.09,Control,1
ORD-03751,08/11/2024,CUST-0487,Consumer,East,Office Supplies,Binders,Same Day,5,0.2,133.63,19.13,Control,0
ORD-01771,2024-12-03,CUST-0357,Corporate,West,Furnitur,Tables,Standard Class,5,0.5,$734.36,-132.71,Treatment,1
ORD-02464,2025-11-30,CUST-0227,Home Office,East,Technology,Phones,Standard Class,5,0.1,1746.18,386.1,Treatment,1
ORD-01697,2025-05-30,CUST-0153,Consumer,East,Technology,Phones,Standard Class,1,0.2,$224.95,40.13,Control,0
ORD-03141,2024-02-04,CUST-0507,Consumer,west,Furnitur,Chairs,Standard Class,4,0.0,1117.93,256.84,Treatment,1
ORD-00750,2025-04-02,CUST-0754,Consumer,,Office Supplies,Binders,Same Day,5,50%,83.59,-10.21,Control,1
ORD-01970,29/11/2024,CUST-0624,Consumer,South,Furnitur,Bookcases,Second Class,6,0.2,1405.07,168.0,Control,0
ORD-01872,02/04/2024,CUST-0124,Consumer,West,Technology,Phones,Standard Class,6,0.3,1761.59,-46.94,Control,0
ORD-02053,03/05/2025,CUST-0582,Consumer,,Office Supplies,Paper,Standard Class,4,50%,89.67,-8.49,Treatment,0
ORD-00607,2024-06-16,CUST-0065,Corporate,West,Office Supplies,Storage,standard class,7,0.2,218.67,17.63,Treatment,0
ORD-03875,2025-07-22,CUST-0322,Corporate,North,Technology,Phones,Standard Class,5,0.2,1588.45,177.56,Treatment,1
ORD-00729,25/06/2024,CUST-0142,Consumer,South,Furnitur,Bookcases,Standard Class,7,0.4,"$1,152.33",-114.66,Control,0
ORD-01466,2025-03-25,CUST-0411,Corporate,East,Technology,Machines,Standard Class,4,0.2,1368.18,227.81,Control,0
ORD-02005,2025-01-18,CUST-0268,Consumer,west,Furnitur,Chairs,Standard Class,6,0.3,1171.08,-49.36,Treatment,0
ORD-02614,22/08/2024,CUST-0253,Consumer,North,Furnitur,Chairs,Standard Class,1,0.1,254.02,39.31,Treatment,0
ORD-00492,01/12/2024,CUST-0573,Consumer,South,Office Supplies,Storage,Standard Class,2,0.2,79.92,9.29,Treatment,0
ORD-00270,2024-10-30,CUST-0162,Corporate,West,Technology,Machines,Standard Class,5,0.1,1360.65,295.03,Control,0
ORD-00600,2024-03-14,CUST-0386,Corporate,East,Office Supplies,Binders,Standard Class,3,0.5,$54.44,-8.02,Control,0
ORD-00240,31/08/2025,CUST-0894,Corporate,West,Furnitur,Chairs,Standard Class,7,0.1,1690.67,566.28,Control,0
ORD-03743,13/03/2025,CUST-0662,Consumer,West,Technology,Machines,STANDARD CLASS,1,0.0,284.53,95.94,Control,0
ORD-00029,2024-11-09,CUST-0568,Home Office,West,Technology,Phones,Second Class,3,0.1,"$1,053.79",265.07,Treatment,0
ORD-01382,25/01/2024,CUST-0023,Home Office,South,Technology,Accessories,Same Day,4,0.1,1130.73,229.06,Control,1
ORD-01046,2024-05-24,CUST-0150,Consumer,West,Office Supplies,Binders,second class,3,0.0,153.07,41.01,Control,0
ORD-01119,19/11/2024,CUST-0884,Consumer,North,Furnitur,Chairs,Same Day,3,0.4,$423.69,-37.43,Treatment,0
ORD-00524,24/04/2024,CUST-0883,Consumer,West,Technology,Phones,Standard Class,2,0.0,$764.35,194.65,Treatment,0
ORD-01041,2025-02-25,CUST-0624,Consumer,West,Furnitur,Chairs,  First Class  ,4,50%,443.28,-47.45,Control,0
ORD-03118,2025-01-10,CUST-0848,Consumer,West,Technology,Phones,Standard Class,6,0.2,1354.28,292.16,Treatment,1
ORD-02738,2024-07-01,CUST-0811,Home Office,West,Office Supplies,Paper,First Class,2,20%,58.85,8.76,Treatment,1
ORD-03320,2024-10-05,CUST-0695,Corporate,West,Office Supplies,Binders,Standard Class,1,30%,22.91,0.76,Control,0
ORD-03504,2024-06-11,CUST-0174,Home Office,South,Office Supplies,Binders,Second Class,5,0.2,186.54,20.98,Treatment,0
ORD-02101,26/10/2024,CUST-0733,Consumer,East,Office Supplies,Paper,standard class,7,10%,286.9,70.22,Treatment,0
ORD-01169,2024-06-09,CUST-0622,Corporate,  North  ,Technology,Accessories,Second Class,5,20%,1295.35,105.13,Treatment,1
ORD-01702,2024-09-27,CUST-0750,Consumer,East,Technology,Phones,Second Class,6,0.2,1354.87,293.97,Treatment,0
ORD-01583,2025-11-18,CUST-0471,Home Office,,Furnitur,Bookcases,First Class,2,20%,342.55,41.87,Treatment,0
ORD-02822,2024-09-06,CUST-0208,Consumer,South,Office Supplies,Paper,Standard Class,3,0.3,81.08,1.16,Treatment,0
ORD-02061,2024-01-19,CUST-0618,Consumer,South,Technology,Accessories,Standard Class,6,0.0,2403.74,770.31,Treatment,0
ORD-02451,2024-03-05,CUST-0520,Home Office,East,Furnitur,Chairs,Standard Class,7,40%,1326.66,-163.24,Control,0
ORD-01171,2024-10-11,CUST-0087,Consumer,North,Office Supplies,Paper,Standard Class,2,0.1,$64.79,12.27,Treatment,0
ORD-01270,28/04/2024,CUST-0450,Corporate,North,Technology,Machines,First Class,3,40%,759.25,-27.11,Treatment,0
ORD-03332,2024-03-13,CUST-0183,Consumer,South,Office Supplies,Paper,Second Class,2,0.0,$79.70,24.53,Control,0
ORD-00801,2025-07-16,CUST-0117,Consumer,West,Office Supplies,Binders,Standard Class,5,30%,123.5,8.71,Treatment,0
ORD-02809,2024-09-26,CUST-0246,Home Office,West,Office Supplies,Binders,Same Day,6,0.0,288.54,81.05,Treatment,1
ORD-00813,2024-07-23,CUST-0867,Corporate,South,Technology,Machines,Same Day,6,0%,2702.2,892.97,Control,0
ORD-00208,04/09/2025,CUST-0258,Corporate,East,Technology,Accessories,  Standard Class  ,7,0.2,2481.92,243.69,Control,0
ORD-00378,2024-04-13,CUST-0532,Consumer,West,Technology,Machines,Standard Class,5,0.0,2105.17,801.7,Treatment,0
ORD-01232,2024-02-23,CUST-0323,Consumer,North,Technology,Accessories,Standard Class,3,0%,1279.86,458.59,Treatment,0
ORD-01477,2024-01-29,CUST-0572,Consumer,North,Technology,Machines,Standard Class,5,0.2,1500.31,139.72,Control,1
ORD-00416,2025-09-04,CUST-0285,Corporate,West,Technology,Machines,  Standard Class  ,1,0.0,302.3,100.45,Control,0
ORD-00129,2025-06-30,CUST-0093,Corporate,east,Technology,Accessories,Standard Class,5,0.0,"$2,172.86",456.96,Control,0
ORD-01065,2024-08-18,CUST-0296,Consumer,West,Furnitur,Chairs,STANDARD CLASS,5,0.0,"$1,549.55",415.75,Control,0
ORD-02530,2025-03-11,CUST-0162,Corporate,West,Technology,Machines,Standard Class,1,0%,406.8,124.45,Treatment,0
ORD-00373,2025-10-24,CUST-0016,Home Office,East,Furnitur,Chairs,First Class,6,30%,1195.58,40.82,Control,0
ORD-02757,2024-03-18,CUST-0792,Home Office,  East  ,Technology,Machines,Standard Class,2,0.2,603.28,81.19,Control,0
ORD-02814,2025-12-29,CUST-0717,Home Office,West,Office Supplies,Binders,Standard Class,1,0.0,36.63,9.41,Control,0
ORD-03469,2024-05-19,CUST-0602,Corporate,North,Furnitur,Tables,First Class,5,0.3,728.55,60.9,Control,0
ORD-00066,2024-03-21,CUST-0439,Consumer,West,Office Supplies,Storage,Standard Class,2,0.0,$78.55,23.64,Treatment,0
ORD-01688,02/02/2024,CUST-0416,Consumer,east,Furnitur,Chairs,Standard Class,1,0.0,295.79,72.47,Treatment,0
ORD-00041,16/07/2025,CUST-0413,Consumer,South,Office Supplies,Binders,standard class,3,0.3,84.19,1.15,Treatment,0
ORD-02327,2024-12-07,CUST-0319,Corporate,North,Office Supplies,Binders,Standard Class,3,30%,92.89,0.83,Treatment,1
ORD-03562,2025-06-30,CUST-0413,Consumer,North,Technology,Machines,Standard Class,3,0.1,1180.09,193.2,Control,1
ORD-02867,2024-12-19,CUST-0306,Consumer,South,Office Supplies,Binders,Standard Class,7,0.2,$276.66,35.9,Control,0
ORD-02245,2025-03-03,CUST-0081,Consumer,East,Technology,Accessories,STANDARD CLASS,1,0.0,452.81,109.52,Treatment,0
ORD-01731,2025-06-22,CUST-0476,Corporate,South,Technology,Machines,Standard Class,4,10%,1325.24,269.48,Treatment,0
ORD-00942,2024-12-15,CUST-0387,Corporate,West,Technology,Machines,Second Class,7,0.4,1617.91,-50.69,Treatment,1
ORD-02112,26/04/2024,CUST-0495,Corporate,North,Furnitur,Chairs,Same Day,2,0.1,433.66,125.75,Treatment,0
ORD-00151,2024-06-19,CUST-0075,Consumer,East,Office Supplies,Binders,  Standard Class  ,6,0.0,$207.43,55.26,Treatment,0
ORD-00874,2024-01-28,CUST-0004,Corporate,South,Furnitur,Chairs,standard class,1,0%,305.28,79.78,Control,0
ORD-03412,2024-03-17,CUST-0542,Home Office,West,Furnitur,Bookcases,SECOND CLASS,7,0.3,"$1,072.18",65.2,Treatment,0
ORD-02825,2024-07-14,CUST-0696,Consumer,West,Technology,Accessories,Standard Class,4,0.0,"$1,264.20",307.44,Control,0
ORD-00563,2025-01-30,CUST-0826,Corporate,North,Technology,Machines,First Class,5,,1749.16,420.8,Treatment,0
ORD-02601,31/01/2025,CUST-0228,Home Office,North,Office Supplies,Binders,Standard Class,2,0.0,98.14,27.7,Control,0
ORD-00724,2025-01-08,CUST-0714,Home Office,North,Office Supplies,Binders,Second Class,4,30%,100.59,5.44,Treatment,0
ORD-03556,2024-07-06,CUST-0605,Corporate,South,Technology,Accessories,First Class,1,0.1,$395.82,81.09,Control,0
ORD-02052,2024-06-07,CUST-0868,Corporate,WEST,Office Supplies,Paper,Second Class,1,0.3,23.44,-0.57,Treatment,0
ORD-01362,27/05/2024,CUST-0330,Home Office,West,Office Supplies,Paper,Standard Class,3,0%,118.85,39.69,Control,0
ORD-01344,2024-05-28,CUST-0186,Corporate,East,Office Supplies,Storage,Standard Class,1,0.0,39.97,13.46,Control,0
ORD-03491,2025-02-20,CUST-0265,Home Office,South,Technology,Phones,Standard Class,7,0.4,"$1,586.77",-199.55,Control,0
ORD-01335,11/07/2025,CUST-0025,Consumer,East,Technology,Accessories,First Class,1,0%,417.39,142.32,Treatment,1
ORD-02984,2025-05-20,CUST-0563,Home Office,West,Technology,Machines,First Class,6,0.2,1644.51,98.48,Treatment,0
ORD-02339,2024-06-06,CUST-0201,,West,Technology,Phones,Standard Class,7,0.1,2499.2,571.11,Control,0
ORD-00815,2024-02-12,CUST-0542,Consumer,South,Furnitur,Bookcases,Second Class,2,50%,249.76,-23.59,Control,1
ORD-01586,2024-02-09,CUST-0095,Consumer,West,Office Supplies,Paper,Standard Class,6,0.2,182.45,11.24,Treatment,0
ORD-02260,05/09/2025,CUST-0325,Corporate,North,Technology,Accessories,Standard Class,7,0.0,2506.63,705.79,Control,0
ORD-02981,2024-06-10,CUST-0258,Home Office,North,Furnitur,Bookcases,same day,5,0.2,"$1,034.22",160.66,Treatment,0
ORD-00179,2025-09-24,CUST-0848,Consumer,,Office Supplies,Paper,Standard Class,4,0.3,141.95,3.09,Treatment,0
